"","pit_tag_number","observable","value","method","collection","unit","event","trial"
"272","0900008800750082","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"273","0900008800750082","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"274","0900008800750082","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"275","0900008800750100","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"276","0900008800750100","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"277","0900008800750100","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"278","0900008800750100","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"279","0900008800750100","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"280","0900008800750100","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"281","0900008800750101","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"282","0900008800750101","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"283","0900008800750101","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"284","0900008800750101","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"285","0900008800750101","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"286","0900008800750101","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"287","0900008800750136","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"288","0900008800750136","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"289","0900008800750136","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"290","0900008800750136","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"291","0900008800750136","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"292","0900008800750136","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"293","0900008800750143","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"294","0900008800750143","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"295","0900008800750143","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"296","0900008800750143","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"297","0900008800750143","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"298","0900008800750149","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"299","0900008800750149","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"300","0900008800750149","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"301","0900008800750150","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"302","0900008800750150","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"303","0900008800750150","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"304","0900008800750150","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"305","0900008800750150","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"306","0900008800750150","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"307","0900008800750185","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"308","0900008800750185","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"309","0900008800750185","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"310","0900008800750185","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"311","0900008800750185","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"312","0900008800750185","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"313","0900008800750205","buffy_coat_thickness","~0.5","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"314","0900008800750205","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"315","0900008800750205","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"316","0900008800750205","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"317","0900008800750205","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"318","0900008800750205","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"319","0900008800750223","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"320","0900008800750223","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"321","0900008800750223","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"322","0900008800750223","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"323","0900008800750223","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"324","0900008800750223","buffy_coat_thickness","~0.5","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"325","0900008800750252","colour","normal","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"326","0900008800750252","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"327","0900008800750252","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"328","0900008800750252","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"329","0900008800750252","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"330","0900008800750252","buffy_coat_thickness","n/a","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"331","0900008800750260","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"332","0900008800750260","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"333","0900008800750260","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"334","0900008800750260","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"335","0900008800750260","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"336","0900008800750260","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"337","0900008800750283","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"338","0900008800750283","colour","normal","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"339","0900008800750283","thick_buffy_coat","y","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"340","0900008800750283","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"341","0900008800750283","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"342","0900008800750283","buffy_coat_thickness","~0.5","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"343","0900008800750300","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"344","0900008800750300","buffy_coat_thickness","~0.5","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"345","0900008800750300","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"346","0900008800750300","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"347","0900008800750300","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"348","0900008800750300","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"349","0900008800750302","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"350","0900008800750302","buffy_coat_thickness","~0.5","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"351","0900008800750302","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"352","0900008800750302","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"353","0900008800750302","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"354","0900008800750302","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"355","0900008800750303","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"356","0900008800750303","buffy_coat_thickness","0_to_0.5","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"357","0900008800750303","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"358","0900008800750303","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"359","0900008800750303","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"360","0900008800750303","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"361","0900008800750308","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"362","0900008800750308","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"363","0900008800750308","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"364","0900008800750308","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"365","0900008800750308","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"366","0900008800750308","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"367","0900008800750317","buffy_coat_thickness","0_to_0.5","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"368","0900008800750317","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"369","0900008800750317","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"370","0900008800750317","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"371","0900008800750317","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"372","0900008800750317","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"373","0900008800750362","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"374","0900008800750362","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"375","0900008800750362","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"376","0900008800750362","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"377","0900008800750362","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"378","0900008800750362","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"379","0900008800750377","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"380","0900008800750377","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"381","0900008800750377","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"382","0900008800750377","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"383","0900008800750377","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"384","0900008800750377","buffy_coat_thickness","~0.5","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"385","0900008800750381","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"386","0900008800750381","colour","pink","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"387","0900008800750381","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"388","0900008800750381","buffy_coat_thickness","0_to_0.5","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"389","0900008800750381","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"390","0900008800750381","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"391","0900008800750400","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"392","0900008800750400","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"393","0900008800750400","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"394","0900008800750400","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"395","0900008800750400","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"396","0900008800750400","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"397","0900008800750419","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"398","0900008800750419","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"399","0900008800750419","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"400","0900008800750419","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"401","0900008800750419","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"402","0900008800750419","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"403","0900008800750425","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
